2000	0.54833	0.01200
4000	0.53817	0.00267
6000	0.54267	0.01367
8000	0.58450	0.00833
10000	0.56017	0.00367
12000	0.60383	0.00900
14000	0.59717	0.01433
16000	0.64433	0.00100
18000	0.67100	0.01233
20000	0.67633	0.00300
22000	0.66567	0.01533
24000	0.67633	0.01700
26000	0.69417	0.01100
28000	0.68333	0.03667
30000	0.70417	0.01600
32000	0.70450	0.03367
34000	0.71133	0.03033
36000	0.71050	0.03467
38000	0.72150	0.03600
40000	0.72400	0.02800
42000	0.75617	0.06100
44000	0.74733	0.09867
46000	0.75717	0.05900
48000	0.76650	0.06333
50000	0.76933	0.10033
52000	0.78700	0.10500
54000	0.81467	0.10933
56000	0.82617	0.15000
58000	0.83233	0.17567
60000	0.85917	0.19300
62000	0.86767	0.21933
64000	0.87533	0.23467
66000	0.90083	0.25967
68000	0.90617	0.23867
70000	0.92000	0.38667
72000	0.91933	0.41667
74000	0.91600	0.42533
76000	0.91033	0.38700
78000	0.92283	0.40200
80000	0.93167	0.49500
82000	0.93783	0.47733
84000	0.93850	0.54000
86000	0.93450	0.58233
88000	0.94250	0.56700
90000	0.94233	0.62967
92000	0.94433	0.54433
94000	0.94483	0.70633
96000	0.94533	0.69133
98000	0.95517	0.68467
100000	0.95900	0.68833
102000	0.95767	0.73767
104000	0.95950	0.75500
106000	0.96033	0.66167
108000	0.95733	0.66667
110000	0.96300	0.71767
112000	0.96667	0.79167
114000	0.96917	0.79267
116000	0.96883	0.79633
118000	0.96867	0.82567
120000	0.96917	0.81300
122000	0.96667	0.87433
124000	0.97400	0.85733
126000	0.97350	0.84900
128000	0.97550	0.82933
130000	0.97150	0.87300
132000	0.97683	0.87300
134000	0.97750	0.84100
136000	0.97200	0.84133
138000	0.97550	0.87067
140000	0.97800	0.88367
142000	0.97567	0.85333
144000	0.97867	0.89733
146000	0.98000	0.89267
148000	0.97967	0.92700
150000	0.98300	0.88633
152000	0.98033	0.90433
154000	0.97850	0.88333
156000	0.97833	0.86933
158000	0.98167	0.90500
160000	0.97700	0.90067
162000	0.97933	0.89533
164000	0.98067	0.90133
166000	0.98167	0.88533
168000	0.98200	0.92100
170000	0.98167	0.91767
172000	0.98000	0.91400
174000	0.98217	0.91933
176000	0.98300	0.91233
178000	0.98283	0.91233
180000	0.98167	0.93367
182000	0.98550	0.89867
184000	0.98283	0.91100
186000	0.98050	0.92667
188000	0.98517	0.94200
190000	0.98333	0.92167
192000	0.98433	0.92700
194000	0.98500	0.93333
196000	0.98717	0.94167
198000	0.98483	0.93633
200000	0.98517	0.93233
202000	0.98300	0.93633
204000	0.98600	0.94567
206000	0.98517	0.91300
208000	0.98450	0.94767
210000	0.98600	0.93767
212000	0.98417	0.94300
214000	0.98467	0.92267
216000	0.98633	0.93433
218000	0.98417	0.92700
220000	0.98517	0.93067
222000	0.98533	0.94633
224000	0.98683	0.95067
226000	0.98433	0.92567
228000	0.98600	0.94233
230000	0.98433	0.95300
232000	0.98467	0.94900
234000	0.98483	0.94500
236000	0.98567	0.95133
238000	0.98400	0.94933
240000	0.98467	0.95067
242000	0.98517	0.94500
244000	0.98783	0.94900
246000	0.98617	0.95967
248000	0.98717	0.95500
250000	0.98700	0.95333
252000	0.98550	0.93533
254000	0.98517	0.95733
256000	0.98450	0.96133
258000	0.98417	0.93533
260000	0.98517	0.94633
262000	0.98617	0.93300
264000	0.98317	0.94900
266000	0.98650	0.95433
268000	0.98533	0.93933
270000	0.98517	0.95367
272000	0.98600	0.95767
274000	0.98850	0.96300
276000	0.98650	0.96633
278000	0.98700	0.95600
280000	0.98817	0.96100
282000	0.98650	0.94567
284000	0.98517	0.95700
286000	0.98250	0.94100
288000	0.98650	0.94767
290000	0.98667	0.96300
292000	0.98717	0.94933
294000	0.98467	0.96700
296000	0.98950	0.95567
298000	0.98633	0.95833
300000	0.98683	0.96833
302000	0.98983	0.96533
304000	0.98883	0.94333
306000	0.98833	0.94000
308000	0.98850	0.96200
310000	0.98750	0.94633
312000	0.98750	0.96300
314000	0.98800	0.96700
316000	0.98750	0.95433
318000	0.98850	0.96567
320000	0.98783	0.95067
322000	0.98683	0.96500
324000	0.98867	0.96833
326000	0.99100	0.97533
328000	0.98950	0.97333
330000	0.99000	0.96933
332000	0.99100	0.97167
334000	0.99133	0.97667
336000	0.99250	0.97400
338000	0.98983	0.97067
340000	0.98883	0.97633
342000	0.99050	0.97333
344000	0.99167	0.97800
346000	0.99000	0.97400
348000	0.99017	0.97567
350000	0.99000	0.97600
352000	0.99183	0.97633
354000	0.99200	0.97533
356000	0.99167	0.97667
358000	0.99050	0.97900
360000	0.99133	0.98000
362000	0.99183	0.97967
364000	0.99183	0.98100
366000	0.99200	0.97400
368000	0.99300	0.97967
370000	0.99117	0.97767
372000	0.99133	0.97800
374000	0.99200	0.97900
376000	0.99283	0.97933
378000	0.99233	0.97867
380000	0.99083	0.97867
382000	0.98983	0.97700
384000	0.99200	0.97767
386000	0.99100	0.97467
388000	0.99233	0.97600
390000	0.99117	0.97333
392000	0.99317	0.97567
394000	0.99233	0.98000
396000	0.99167	0.98067
398000	0.99217	0.97733
400000	0.99283	0.97700
402000	0.99067	0.97967
404000	0.99150	0.98300
406000	0.99283	0.97867
408000	0.99200	0.98033
410000	0.99133	0.97800
412000	0.99150	0.97767
414000	0.99083	0.97500
416000	0.99133	0.98000
418000	0.99133	0.97933
420000	0.99167	0.98233
422000	0.99050	0.98067
424000	0.99117	0.98267
426000	0.99200	0.98367
428000	0.99200	0.97767
430000	0.99233	0.97900
432000	0.99267	0.98033
434000	0.99100	0.97633
436000	0.99233	0.97800
438000	0.99083	0.97800
440000	0.99050	0.98033
442000	0.99283	0.98267
444000	0.99167	0.98000
446000	0.98950	0.98133
448000	0.99267	0.97800
450000	0.99167	0.97633
452000	0.99233	0.97600
454000	0.99183	0.97567
456000	0.99233	0.98000
458000	0.99050	0.98100
460000	0.99083	0.97833
462000	0.99233	0.97767
464000	0.99150	0.98000
466000	0.99083	0.97500
468000	0.99150	0.98267
470000	0.99133	0.97833
472000	0.99167	0.97433
474000	0.99100	0.97700
476000	0.99017	0.98033
478000	0.99167	0.97300
480000	0.99167	0.97433
482000	0.99117	0.97767
484000	0.99267	0.97867
486000	0.99183	0.98233
488000	0.99100	0.98067
490000	0.99217	0.97833
492000	0.99083	0.97833
494000	0.99100	0.97767
496000	0.99350	0.98133
498000	0.99250	0.98067
500000	0.99267	0.98333
502000	0.99217	0.98133
504000	0.99100	0.98267
506000	0.99200	0.97867
508000	0.99100	0.97800
510000	0.99050	0.98067
512000	0.99283	0.98100
514000	0.99100	0.98133
516000	0.99250	0.98367
518000	0.99150	0.98033
520000	0.99267	0.98033
522000	0.99317	0.98100
524000	0.99250	0.98267
526000	0.99267	0.98167
528000	0.99217	0.98200
530000	0.99300	0.98167
532000	0.99150	0.98233
534000	0.99183	0.98233
536000	0.99217	0.98133
538000	0.99133	0.98133
540000	0.99250	0.98167
542000	0.99283	0.98233
544000	0.99300	0.98367
546000	0.99200	0.98067
548000	0.99250	0.98233
550000	0.99250	0.98267
552000	0.99317	0.98200
554000	0.99267	0.98367
556000	0.99217	0.98467
558000	0.99183	0.98400
560000	0.99167	0.98333
562000	0.99317	0.98367
564000	0.99233	0.98533
566000	0.99283	0.98233
568000	0.99333	0.98333
570000	0.99233	0.98367
572000	0.99300	0.98267
574000	0.99317	0.98367
576000	0.99217	0.98100
578000	0.99267	0.98267
580000	0.99317	0.98200
582000	0.99200	0.98133
584000	0.99300	0.98067
586000	0.99417	0.98233
588000	0.99317	0.98200
590000	0.99217	0.98200
592000	0.99250	0.98100
594000	0.99333	0.98100
596000	0.99300	0.98133
598000	0.99283	0.98267
600000	0.99133	0.98267
602000	0.99333	0.98300
604000	0.99217	0.98233
606000	0.99283	0.98367
608000	0.99317	0.98300
610000	0.99317	0.98167
612000	0.99250	0.98233
614000	0.99267	0.98267
616000	0.99400	0.98333
618000	0.99217	0.98400
620000	0.99217	0.98533
622000	0.99150	0.98300
624000	0.99317	0.98300
626000	0.99250	0.98400
628000	0.99300	0.98300
630000	0.99217	0.98267
632000	0.99333	0.98333
634000	0.99333	0.98367
636000	0.99217	0.98133
638000	0.99217	0.98400
640000	0.99233	0.98233
642000	0.99267	0.98367
644000	0.99283	0.98200
646000	0.99283	0.98433
648000	0.99350	0.98333
650000	0.99350	0.98300
652000	0.99400	0.98267
654000	0.99383	0.98233
656000	0.99333	0.98267
658000	0.99400	0.98300
660000	0.99317	0.98233
662000	0.99350	0.98267
664000	0.99400	0.98233
666000	0.99383	0.98300
668000	0.99400	0.98233
670000	0.99333	0.98200
672000	0.99283	0.98267
674000	0.99367	0.98267
676000	0.99400	0.98200
678000	0.99383	0.98267
680000	0.99333	0.98267
682000	0.99333	0.98300
684000	0.99317	0.98333
686000	0.99283	0.98367
688000	0.99267	0.98367
690000	0.99350	0.98333
692000	0.99300	0.98333
694000	0.99267	0.98300
696000	0.99350	0.98333
698000	0.99383	0.98333
700000	0.99317	0.98333
702000	0.99367	0.98333
704000	0.99283	0.98333
706000	0.99300	0.98300
708000	0.99350	0.98333
710000	0.99283	0.98267
712000	0.99383	0.98267
714000	0.99333	0.98300
716000	0.99383	0.98300
718000	0.99367	0.98300
720000	0.99350	0.98267
722000	0.99333	0.98233
724000	0.99383	0.98267
726000	0.99350	0.98233
728000	0.99350	0.98233
730000	0.99317	0.98267
732000	0.99317	0.98233
734000	0.99350	0.98267
736000	0.99400	0.98267
738000	0.99317	0.98300
740000	0.99300	0.98267
742000	0.99383	0.98233
744000	0.99317	0.98300
746000	0.99367	0.98300
748000	0.99333	0.98333
750000	0.99383	0.98333
752000	0.99350	0.98367
754000	0.99267	0.98300
756000	0.99283	0.98300
758000	0.99300	0.98300
760000	0.99300	0.98300
762000	0.99367	0.98300
764000	0.99317	0.98300
766000	0.99317	0.98267
768000	0.99383	0.98300
770000	0.99350	0.98267
772000	0.99333	0.98300
774000	0.99383	0.98300
776000	0.99333	0.98300
